State,County_FIPS,Nearby_Station_Identifiers_(USAF_WBAN),County_Name
SC,45023,720596189|720597190|720599192|720603195|720607199|720634220|72311753871|72311799999|72312693804|72312699999|99817799999|99820899999|99999993804,Chester County
TN,47079,72278199999|74672099999|99999963820|A0002963820,Henry County
IN,18023,720575173|72057599999|72081599999|720961336|72438093819|72438453842|72438499999|7243854828|72438599999|72438614835|72438754807|72438799999|72533499999|72533594833|72533599999|74421494852|74421499999|99999914835|99999993819,Clinton County
IN,18055,72081599999|720903441|72437093823|72437099999|72437193823|7243733868|72437393823|72437399999|7243753893|72437599999|9999993868|99999963898|99999993823,Greene County
IN,18077,69264499999|72436013803|72436113803|72436313803|72436399999|74468099999|74907499999|74907699999,Jefferson County
KS,20125,720426141|72450713981|72451993967|72451999999|7454313998|74543199999|74909299999|74909999999|99999913981,Montgomery County
AK,2110,70367599999|70381025309|70381599999|70381699999|99717899999|99779699999|99779799999|99779899999|99779999999|99826199999|99999925309,Juneau City and Borough
MO,29167,72047799999|720949329|72440013995|99999913995,Polk County
GA,13227,72040999999|720714252|722109355|72210999999|72215453885|72215499999|72215653873|72215699999|72218553838|72218599999|7221953888|72219599999|72219653863|72219699999|72227013864|72227099999|72227399999|72320093801|72320099999|74780863803|74780899999|74781263813|74781299999|99999913864|99999993801|99999993830|A0001163848,Pickens County
MS,28115,72054153806|72054199999|72058899999|72330193862|72330393862|72330599999|72332093862|746941389|99999923803,Pontotoc County
MD,24019,720384124|72038499999|72038999999|72215813752|72215899999|722218356|72221899999|72398093720|72404013721|7240433756|72404399999|72404593720|72404799999|72404899999|72529199999|7255143757|74594599999|74594693786|74594699999|99440099999|99729799999|99730499999|99730999999|99768899999|99770299999|99778199999|99799499999|99840999999|99999913721|99999913752|99999993720,Dorchester County
IL,17157,72433693810|72433699999|72433813802|72433899999|7243393865|72433999999|7253143960|72531499999|74465363814|74465399999|99999993810,Randolph County
MO,29209,720479149|720616207|72349099999|72440013995|99999913995|A51256451,Stone County
TN,47025,72090799999|72324653868|72326013891|72326499999|72427053868|72427099999|9999993841|99999913891,Claiborne County
WA,53031,69024099999|72665699999|72788594266|72788599999|72791799999|72792594227|72792599999|72792894263|72792899999|72797094240|72797399999|72797499999|72797799999|72797999999|72799699999|74201024228|74201099999|99206099999|99297099999|99402499999|99402599999|99407099999|99720799999|99769699999|9999994237|99999924228|99999924252|99999924253|99999994240,Jefferson County
VA,51009,7240173707|72401799999|72410013733|72410593760|72410599999|72411013741|72411593757|72411599999|9999993759|99999913733|99999913741,Amherst County
AL,1059,720413138|72041399999|720505156|72077399999|72323513896|74908099999|99999913896|99999963868|99999963894|99999963895,Franklin County
NE,31001,7255134901|72551399999|72552014935|72552594949|72552599999|72552614905|72552699999|7256284935|72562899999|74911199999|74911299999|99999914935,Adams County
NH,33007,72604099999|72613014755|72613099999|72613454728|72613499999|72616094700|72616099999|72616454728|72616499999|72618099999|99999994700,Coos County
LA,22053,72034653991|720468466|720587184|72058799999|722248359|72229399999|72229499999|7223343976|72233499999|72233999999|7224003937|72240413941|72240499999|72240513976|72240799999|72525799999|99733799999|99826499999|999999423|9999993937|99999912989|99999913941|99999913976|A0002253995,Jefferson Davis Parish
OH,39065,720651232|72070999999|720928315|720944324|7242984850|72429899999|7252084855|72520899999|72536614825|99999914825,Hardin County
MN,27119,7274524912|72745299999|7275054929|72750599999|72755594956|72755599999|9999994994,Polk County
ME,23029,72608014608|72608099999|72608499999|72608599999|72608699999|72665799999|99718299999|99728799999|99825399999|99844299999|99999914608|99999914697,Washington County
KY,21121,72035363875|72035399999|72045799999|72046599999|72095899999|7232913849|7232933849|7242433849|72435463815|72435499999|9999993814|9999993849|A06773334,Knox County
OK,40115,72025599999|72209253941|72209299999,Ottawa County
MS,28011,720927314|72235613939|72235699999|725023474|72502399999|74768013939,Bolivar County
KY,21157,720447437|72045399999|7243503816|74671013806|74671099999|7467153816|74907799999|9999993816|99999913806,Marshall County
IN,18169,72026654809|72026699999|720543167|72054399999|720736265|720961336|72438754807|72438799999|72438814829|72438899999|72533014827|72533499999|72533594833|72533599999|72533694895|72533699999|74421494852|74421499999|99999914827|99999914829,Wabash County
NY,36095,72518014735|7449944741|74499499999|99799199999|9999994741|9999994782|99999914735|99999914749,Schoharie County
ND,38089,72089599999|72763024012|72764524012|99999924012|99999994080,Stark County
ND,38059,720866292|720871296|72089599999|72764024011|99999924011,Morton County
MI,26063,72200754828|72538694898|72538699999|72540654817|72540699999|72637799999|72639514808|72639599999|72639799999|99222099999|99406599999|99497999999|99726099999|99818099999|99824299999|99999914808,Huron County
MS,28001,7223573961|72235799999,Adams County
GA,13123,72040999999|722109355|72210999999|72215453885|72215499999|72215653873|72215699999|72218553838|72218599999|72320093801|72320099999|74781263813|74781299999|99999993801|A0001163848,Gilmer County
SC,45067,720604196|720608200|720613204|720631217|72063199999|720633219|72310613744|7231163742|72311699999|74791013717|74791099999|74791593718|74791599999|99730699999|99818699999|99999913744|99999993718,Marion County
WV,54051,7241753802|72417599999|72417613736|72427514894|72427599999|99999913736|99999914894,Marshall County
KY,21177,72044399999|72045399999|72423753803|72423799999|74671013806|74671099999|74671693808|74907799999|999999421|99999913806|99999993808,Muhlenberg County
SC,45089,720598191|720604196|720608200|720611202|720613204|720632218|72310613744|723107371|72310799999|74790013849|74790099999|74791013717|74791099999|74791699999|747917390|74791799999|747918391|74792099999|99730699999|99800599999|99818699999|99818799999|9999993728|99999913744,Williamsburg County
VA,51730,7202783704|72027899999|7202853734|72028599999|7202973730|72029799999|720498153|72077799999|72308313763|72308399999|72308493775|72308499999|72308693741|72308793735|72308799999|72401013740|72401493714|72401499999|72401513726|72401599999|72401993773|72401999999|72402993775|72402999999|99778699999|99785299999|99801799999|99999913726|99999913740|99999913763|99999993735,Petersburg City
WI,55123,72066399999|720859286|72622699999|72641614921|72641699999|72643014920|72643694930|72643699999|72643794940|72643799999|72643894994|72643899999|7264444963|72644499999|99999914920|99999914921|99999954903|A07355241,Vernon County
CO,8029,720531158|72476023066|72476593013|72476599999|72476699999|72571699999|7257173016|72571799999|726392424|72639299999|9999993060|9999993076|99999923066,Delta County
CO,8117,72026294076|72026299999|720385419|72038599999|72053699999|7220613038|72206199999|72467199999|72467393009|72467399999|72467523063|72467599999|72467693073|72467699999|72467999999|72469699999|9999993098|99999923063|99999994075|A0000594076,Summit County
VA,51117,7202783704|72027899999|72077799999|72307899999|72401513726|72401599999|7240173707|72401799999|72411893797|72411899999|99999913726,Mecklenburg County
TX,48273,69029099999|72026912982|72026999999|72031612984|72031699999|72039699999|72200812995|72200899999|722369365|72236999999|72251012924|72251512926|72251612928|72251712932|72251799999|72251812974|72251899999|72251999999|72751199999|99411099999|99471099999|99480099999|99736699999|99817499999|99818399999|99818499999|99823699999|99848299999|99999912926|99999912928|99999912946|99999912973,Kleberg County
MI,26035,720629216|7220934878|72209399999|72540554816|72540599999|72541614864|72541699999|7254244885|72542499999|72637914845|72638094814|72638414817|72638499999|99999914817|99999914828|99999914845|99999994814,Clare County
OR,41045,72687499999|72687594107|72687599999|99999994107,Malheur County
CA,6035,72583799999|72584199999,Lassen County
VA,51033,7202853734|72028599999|7203173735|72031799999|720498153|720501155|72050199999|7221673718|72216799999|722692367|72269299999|72308493775|72308499999|72309893798|72309899999|7231143715|72311499999|72401013740|72402993775|72402999999|7240333706|72403399999|72403513773|7240363710|72403699999|72403793728|72403799999|99730499999|99999913732|99999913740|99999913760|99999913773,Caroline County
VA,51173,72026463827|72026499999|72405663805|72405699999|72405853818|72405899999|72410753895|72410799999|A06800120,Smyth County
SC,45033,720605197|720608200|720613204|720631217|72063199999|720633219|72204399999|72310613744|7231163742|72311699999|99999913744,Dillon County
MN,27047,72097299999|72203254916|72203299999|72644014925|72656394969|72656399999|7265684961|72656899999|72658514954|72658599999|72658994968|72658999999|7265964978|72659699999|7275664902|72756699999|999999343|99999914925,Freeborn County
UT,49039,72470093141|72470099999|72570699999|99999953165,Sanpete County
WY,56033,720969341|72096999999|72665494054|72665499999|72666024029|72670499999|99999924029,Sheridan County
MT,30047,72779024146|99999924146|99999924159,Lake County
TN,47131,72278199999|7233473809|72334799999|9999993809|99999963820|A0002963820,Obion County
IL,17109,72208994959|72208999999|7221574949|72215799999|72439693989|72443093989|72532399999|99999993989,McDonough County
KY,21021,72044599999|72044699999|720448144|72044899999|720455145|72422093820|72423353841|72423399999|72435463815|72435499999|99999963838|99999993820,Boyle County
PA,42047,72511954792|72511999999|72512014761|72512099999|7251254787|72512599999|72526499999|7252664751|9999994751|99999914741|99999914746|99999914761,Elk County
VT,50005,720492151|72049299999|72049354758|72049399999|72604099999|72611454771|72611499999|72612099999|72614054742|72614594705|99999994705,Caledonia County
TX,48067,72031153962|72031199999|720943431|72211253982|72211299999,Cass County
OH,39053,720397131|72039799999|72070599999|99999993818,Gallia County
GA,13311,72040999999|722109355|72210999999|72218553838|72218599999|725258382|74780863803|74780899999|7478093832|74780999999|749483394|74948399999|A0001163848,White County
GA,13305,69270499999|720671248|72067199999|721035352|7220903875|72209099999|72213013861|72213099999|72213513870|72213653883|72213699999|72213713878|72213999999|722691366|72269199999|72316013870|74908599999|99801099999|99999913870|99999913878|99999993836|99999993840,Wayne County
ME,23007,72047299999|72607314615|72607399999|72618099999,Franklin County
VA,51035,72318099999|72405663805|72405699999|72410753895|72410799999|72411353881|72411399999|72411613868|72411699999|74598563806|74598599999|99999913868,Carroll County
TX,48015,720617208|72211353979|72211399999|72235112953|72235199999|72242953910|72242999999|72243399999|7224453904|72254312977|72254399999|72255353928|72255399999|72255412978|72255499999|7474603904|9999993904|A0000253928|A0000812978,Austin County
AL,1093,720413138|72041399999|720505156|72077399999|72323513896|74908099999|99999913896|99999963868|99999963894|99999963895,Marion County
GA,13177,720712250|720948328|72216013869|72216099999|72218499999|99999913815|99999913869|99999963828|99999963829,Lee County
GA,13261,720948328|72095999999|72216013869|72216099999|72218499999|9999993874|99999913815|99999913869,Sumter County
MO,29069,72033199999|7204813817|72048199999|7233003975|72330099999|72348599999|72349399999|72434399999|74908699999|9999993817,Dunklin County
GA,13195,72026363834|72026399999|72029453898|72029499999|72034763877|72034799999|72089799999|72218553838|72218599999|72311013873|725258382|74780863803|74780899999|7478093832|74780999999|749483394|74948399999|99999913873|99999963850,Madison County
GA,13143,720674249|720714252|72215099999|72215653873|72215699999|72217653884|72217699999|72219013874|7221953888|72219599999|72219753819|72219799999|72227013864|72227099999|72227399999|72320093801|72320099999|74781263813|74781299999|99999913864|99999913874|99999993801,Haralson County
SC,45053,72012063837|72012099999|720609201|72060999999|720612203|72208593831|74909099999|99247099999|99438099999|99699099999|99700099999|99737799999|99768699999|99799099999|99999993831|99999993844,Jasper County
WI,55121,7203274995|72032799999|720859286|72622699999|72643014920|72643514991|72643794940|72643799999|99999914920|99999914991,Trempealeau County
